1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
1446053356_a924b4893f.jpg#zhm#2 穿着足球套装的两个女孩在一个运动场上玩。
1446053356_a924b4893f.jpg#zhm#3 两个女孩在田野里玩耍。
1446053356_a924b4893f.jpg#zhm#4 两个穿着黑白相间制服的女孩在一块草地上奔跑。
1456393634_74022d9056.jpg#zhm#0 一个男孩在海滩上倒立。
1456393634_74022d9056.jpg#zhm#1 一个孩子在沙滩上做倒立。
1456393634_74022d9056.jpg#zhm#2 一个孩子在海滩上做倒立。
1456393634_74022d9056.jpg#zhm#3 一个小男孩在海滩上做侧手翻。
1456393634_74022d9056.jpg#zhm#4 一个小男孩在沙滩上做了一个倒立。
1461667284_041c8a2475.jpg#zhm#0 一只吉他手在演奏，背景中有人在转呼啦圈。
1461667284_041c8a2475.jpg#zhm#1 一个吉他手在麦克风前做着弹吉他，一个男人和一个男孩跳着舞，一个女人站在一旁。
1461667284_041c8a2475.jpg#zhm#2 一个戴着白帽子的人在舞台上弹吉他。
1461667284_041c8a2475.jpg#zhm#3 一个人在舞台上弹着吉他，另一个女人微笑着。
1461667284_041c8a2475.jpg#zhm#4 四个在室外演奏音乐的人。
1467533293_a2656cc000.jpg#zhm#0 两个女孩在黄色和红色相间的杆儿上玩。
1467533293_a2656cc000.jpg#zhm#1 两个女孩在公园里玩。
1467533293_a2656cc000.jpg#zhm#2 两个都穿着粉色衣服的小女孩在攀玩架上玩耍。
1467533293_a2656cc000.jpg#zhm#3 两个穿着粉色衣服的小女孩在操场上。
1467533293_a2656cc000.jpg#zhm#4 两个穿着粉色衣服在一个游乐场玩的女孩。
1472230829_803818a383.jpg#zhm#0 一群人坐船在水中漂流。
1472230829_803818a383.jpg#zhm#1 一群七人正乘着绿色小船在急流中漂流。
1472230829_803818a383.jpg#zhm#2 河里的漂流船。
1472230829_803818a383.jpg#zhm#3 七个人在白水河里划着橡皮筏。
1472230829_803818a383.jpg#zhm#4 七个划艇手正在一艘绿色的皮筏艇中划桨穿过激流。
1472882567_33dc14c8b6.jpg#zhm#0 一群滑雪者正在爬山。
1472882567_33dc14c8b6.jpg#zhm#1 四个越野滑雪者攀登上坡。
1472882567_33dc14c8b6.jpg#zhm#2 四个爬雪山的人。
1472882567_33dc14c8b6.jpg#zhm#3 四个滑雪者走上白雪覆盖的山。
1472882567_33dc14c8b6.jpg#zhm#4 四个正在攀登雪面山的滑雪者。
1490213660_9ea45550cf.jpg#zhm#0 一条小狗小跑着穿过一条浅浅的小河。
1490213660_9ea45550cf.jpg#zhm#1 一只浅色的狗正走过一条小溪。
1490213660_9ea45550cf.jpg#zhm#2 一只夹尾雄性猎犬穿过河流。
1490213660_9ea45550cf.jpg#zhm#3 一只棕色的狗在小溪里散步。
1490213660_9ea45550cf.jpg#zhm#4 那只棕色的狗正在一个被灌木包围的河流中行走。
1490670858_e122df2560.jpg#zhm#0 一个孩子在红色滑梯上。
1490670858_e122df2560.jpg#zhm#1 一个小男孩坐在操场上的滑梯上。
1490670858_e122df2560.jpg#zhm#2 一个小男孩从一个鲜红色的螺旋滑梯滑下。
1490670858_e122df2560.jpg#zhm#3 一个小男孩滑下一个红色的滑梯。
1490670858_e122df2560.jpg#zhm#4 穿着蓝色衣服的年幼的男孩从一个红色的滑梯上滑下来。
1499581619_a5f65a882c.jpg#zhm#0 一对穿着帽衫的情侣在海滩上亲吻。
1499581619_a5f65a882c.jpg#zhm#1 一个男人和一个女人在海滩上接吻。
1499581619_a5f65a882c.jpg#zhm#2 一个穿着棕色连帽外套的男人正在亲吻一个戴着太阳镜的女孩。
1499581619_a5f65a882c.jpg#zhm#3 海滩上有一对情侣正在接吻。
1499581619_a5f65a882c.jpg#zhm#4 两个人在海滩上接吻。
150387174_24825cf871.jpg#zhm#0 一个穿着迷彩服的男人骑着一辆摩托车。
150387174_24825cf871.jpg#zhm#1 一个骑着脏自行车的人正骑在两个红旗标志间。
150387174_24825cf871.jpg#zhm#2 一个人在一堆岩石上骑着一辆满是土的自行车。
150387174_24825cf871.jpg#zhm#3 一个穿着迷彩服的男人骑着摩托车穿过一些石头。
150387174_24825cf871.jpg#zhm#4 带着头盔的男人在岩石上骑着一辆越野自行车。
1509786421_f03158adfc.jpg#zhm#0 一个男孩在指什么。
1509786421_f03158adfc.jpg#zhm#1 一个男孩指向一个男人看着的某个东西。
1509786421_f03158adfc.jpg#zhm#2 一个男孩微笑着指着什么；一个男人看向侧面。
1509786421_f03158adfc.jpg#zhm#3 一个小男孩笑着，指向某个地方，而一个男人看着孩子看着的方向。
1509786421_f03158adfc.jpg#zhm#4 穿着蓝色衬衫的男人正朝着小男孩指的方向看去。
1517721825_10176d0683.jpg#zhm#0 一只棕色，黑色，黄褐色的狗在海中奔跑。
1517721825_10176d0683.jpg#zhm#1 三只狗跑进水里。
1517721825_10176d0683.jpg#zhm#2 三只在水中奔跑的狗。
1517721825_10176d0683.jpg#zhm#3 露出的岩石附近，三只狗穿过海浪。
1517721825_10176d0683.jpg#zhm#4 三只狗跑过岩石附近的水域，溅起大片水花。
1523984678_edd68464da.jpg#zhm#0 一个戴着红色背带的狗叼着一个黄色网球在跑。
1523984678_edd68464da.jpg#zhm#1 一只黑白相间的狗用嘴咬着一个网球跑过草地。
1523984678_edd68464da.jpg#zhm#2 一只黑白相间戴着红色挽具的狗嘴里咬着一个球跑来跑去。
1523984678_edd68464da.jpg#zhm#3 带着红色背带的小狗叼着一个球。
1523984678_edd68464da.jpg#zhm#4 带着红色项圈的狗正跑着横过草地，它嘴里叼着一个球。
1536774449_e16b1b6382.jpg#zhm#0 一个四四方方的建筑，一排树，一座夕阳中的教堂。
1536774449_e16b1b6382.jpg#zhm#1 一大群人聚集着，背景是天空。
1536774449_e16b1b6382.jpg#zhm#2 一群在户外活动的人。
1536774449_e16b1b6382.jpg#zhm#3 一大群人站在户外美丽的云层下面。
1536774449_e16b1b6382.jpg#zhm#4 一大群人聚集在一起。
1547883892_e29b3db42e.jpg#zhm#0 一个女孩喝着星巴克咖啡看书。
1547883892_e29b3db42e.jpg#zhm#1 一个戴着帽子的坐着的年轻女士正在一家咖啡店里看书。
1547883892_e29b3db42e.jpg#zhm#2 一个女人在一家咖啡厅享受着她的阅读时光。
1547883892_e29b3db42e.jpg#zhm#3 一个戴着帽子的女人坐着看书，喝着一杯咖啡。
1547883892_e29b3db42e.jpg#zhm#4 一个年轻的女人啜饮着一杯咖啡，读着一本书。
154871781_ae77696b77.jpg#zhm#0 在树下草地上踢足球的男孩。
154871781_ae77696b77.jpg#zhm#1 两个男孩正在公园里互相踢球。
154871781_ae77696b77.jpg#zhm#2 两个男孩为了踢足球用两件夹克做了一个球门。
154871781_ae77696b77.jpg#zhm#3 两个男孩在草地上踢着一个球。
154871781_ae77696b77.jpg#zhm#4 两个孩子在田野里题足球。
1554713437_61b64527dd.jpg#zhm#0 一只大猎犬走在树林里的一块原木上。
1554713437_61b64527dd.jpg#zhm#1 一只棕色的狗走在倒下的树干上。
1554713437_61b64527dd.jpg#zhm#2 一只灰色的狗走在森林里一颗倒下的树上面。
1554713437_61b64527dd.jpg#zhm#3 一只瘦的棕色的狗走过一棵倒下的树的一大部分。
1554713437_61b64527dd.jpg#zhm#4 那只棕色的瘦狗正在一棵倒下的树上行走。
1561658940_a947f2446a.jpg#zhm#0 一个小女孩在秋千上笑着。
1561658940_a947f2446a.jpg#zhm#1 一个小女孩正在户外荡着她的浅色秋千。
1561658940_a947f2446a.jpg#zhm#2 一个小女孩坐在一个塑料秋千上。
1561658940_a947f2446a.jpg#zhm#3 一个在秋千上的小女孩。
1561658940_a947f2446a.jpg#zhm#4 穿着粉色裤子的女孩正在婴儿秋千里笑。
1572532018_64c030c974.jpg#zhm#0 孩子们在沙滩上玩耍。
1572532018_64c030c974.jpg#zhm#1 一个穿着红色短裤的小男孩，一个穿着黑色泳裤的男孩和一个穿着灰色短裤的男孩都在海滩上奔跑。
1572532018_64c030c974.jpg#zhm#2 三个男孩正在沙滩上跑着玩游戏。
1572532018_64c030c974.jpg#zhm#3 三个男孩在海滩上玩捉迷藏。
1572532018_64c030c974.jpg#zhm#4 两个年轻的男孩和一个年轻的男人在一片沙滩上跑，水在他们后面。
1584315962_5b0b45d02d.jpg#zhm#0 一个人在雪地中的营地旁举着一面旗。
1584315962_5b0b45d02d.jpg#zhm#1 一个拿着德克萨斯州旗的人站在雪地的帐篷旁。
1584315962_5b0b45d02d.jpg#zhm#2 一个男人在雪地上的几个其他帐篷旁边搭帐篷。
1584315962_5b0b45d02d.jpg#zhm#3 登山者们正在搭建他们的帐篷。
1584315962_5b0b45d02d.jpg#zhm#4 地上放着一个背包和滑雪杖，一个穿着冬季大衣的男人中扶着一个帐篷，而其他的帐篷已经支好。
160792599_6a7ec52516.jpg#zhm#0 一群人站在沙滩上看水。
160792599_6a7ec52516.jpg#zhm#1 五个人看向大海。
160792599_6a7ec52516.jpg#zhm#2 五个人站在海的前面。
160792599_6a7ec52516.jpg#zhm#3 阳光灿烂一天，三个男人和一个女人站在海边，面对大海。
160792599_6a7ec52516.jpg#zhm#4 看着大海的两个女士和三个男人。
1626754053_81126b67b6.jpg#zhm#0 一只黑白相间的小狗追着一个橙色的飞盘。
1626754053_81126b67b6.jpg#zhm#1 一只黑色和白色的狗跳起来去接住一个橙色的飞盘。
1626754053_81126b67b6.jpg#zhm#2 一只黑色和白色相间的狗准备去接飞盘。
1626754053_81126b67b6.jpg#zhm#3 一只狗准备跳起借住飞盘。
1626754053_81126b67b6.jpg#zhm#4 冲飞盘跳起来的狗。
1659358141_0433c9bf99.jpg#zhm#0 晴天里一只棕色的狗在草地上气喘吁吁。
1659358141_0433c9bf99.jpg#zhm#1 一只棕色的狗吐着舌头走在草地上。
1659358141_0433c9bf99.jpg#zhm#2 一只狗伸着舌头奔跑着。
1659358141_0433c9bf99.jpg#zhm#3 一只灰色的狗走在绿色的草地上，舌头伸在外面。
1659358141_0433c9bf99.jpg#zhm#4 一只伸着舌头慢跑的狗。
166507476_9be5b9852a.jpg#zhm#0 蜥蜴在岸边搏斗。
166507476_9be5b9852a.jpg#zhm#1 两只爬行动物在深水附近，用后脚站立着。
166507476_9be5b9852a.jpg#zhm#2 两只在打架的蜥蜴。
166507476_9be5b9852a.jpg#zhm#3 两只蜥蜴在水中打斗。
166507476_9be5b9852a.jpg#zhm#4 两只东方蜥蜴在为一个小池塘的统治地位打斗。
1674612291_7154c5ab61.jpg#zhm#0 一只狗跳起去接飞盘，影子投在地上。
1674612291_7154c5ab61.jpg#zhm#1 一只狗在草地里跳起来接住了飞盘。
1674612291_7154c5ab61.jpg#zhm#2 一只狗跳起来抓住了一个玩具。
1674612291_7154c5ab61.jpg#zhm#3 一只白色的狗跳跃着捕捉一个物体。
1674612291_7154c5ab61.jpg#zhm#4 一只黄色的拉布拉多跳起来去抓一个玩具。
1679617928_a73c1769be.jpg#zhm#0 一个巴吉度猎犬被拴在一个黄白相间的汽车后视镜上。
1679617928_a73c1769be.jpg#zhm#1 一只黑白相间的狗拴在一辆黄白相间的货车上。
1679617928_a73c1769be.jpg#zhm#2 一只躺下来的狗被拴在一辆黄色大众汽车的一面外后视镜上。
1679617928_a73c1769be.jpg#zhm#3 一只黑白棕相间的狗系在车的倒车镜上。
1679617928_a73c1769be.jpg#zhm#4 黑白相间的狗被拴在一辆黄色的车旁边。
1682079482_9a72fa57fa.jpg#zhm#0 一个小女孩在儿童秋千上。
1682079482_9a72fa57fa.jpg#zhm#1 一个小女孩一边在荡着秋千一边高兴地大叫。
1682079482_9a72fa57fa.jpg#zhm#2 一个蹒跚学步的女孩在秋千上笑。
1682079482_9a72fa57fa.jpg#zhm#3 一个穿着粉色衬衫的小孩在一个水桶里荡着秋千。
1682079482_9a72fa57fa.jpg#zhm#4 一个小女孩在荡秋千的时候做了一个张大嘴的表情。
170100272_d820db2199.jpg#zhm#0 滑梯上的一个孩子。
170100272_d820db2199.jpg#zhm#1 一个孩子正在操场上从螺旋滑梯上滑下。
170100272_d820db2199.jpg#zhm#2 一个女孩从公园里蓝色和黄色的滑梯上滑下来。
170100272_d820db2199.jpg#zhm#3 一个小女孩在公园滑下滑梯。
170100272_d820db2199.jpg#zhm#4 在游乐场一个小女孩从一个螺旋滑梯上滑下来。
1714316707_8bbaa2a2ba.jpg#zhm#0 穿红外套的男孩用木棍打一棵积雪覆盖的树。
1714316707_8bbaa2a2ba.jpg#zhm#1 一个孩子站在一棵白雪覆盖的树下。
1714316707_8bbaa2a2ba.jpg#zhm#2 一个小男孩将树上的雪摇了下来。
1714316707_8bbaa2a2ba.jpg#zhm#3 一个穿着红色外套的人站在白雪覆盖的树下。
1714316707_8bbaa2a2ba.jpg#zhm#4 孩子站在一个雪景里向下拉一条被雪覆盖的树枝。
172097782_f0844ec317.jpg#zhm#0 一个穿着游泳裤和红色救生衣的男人在滑水。
172097782_f0844ec317.jpg#zhm#1 一个男人用单手滑水。
172097782_f0844ec317.jpg#zhm#2 一个穿着红色救生衣的男人在滑水的时候抓着一根紫色的绳子。
172097782_f0844ec317.jpg#zhm#3 一个穿着泳衣的男人仅用一只手向后划水。
172097782_f0844ec317.jpg#zhm#4 穿着红色滑水夹克正在向后滑的人。
1764955991_5e53a28c87.jpg#zhm#0 秋天一只棕色和白色相间的狗在路上小跑。
1764955991_5e53a28c87.jpg#zhm#1 一只棕狗正叼着一只球上路。
1764955991_5e53a28c87.jpg#zhm#2 一只狗用嘴叼着一个球在一条铺满树叶的道路上奔跑。
1764955991_5e53a28c87.jpg#zhm#3 一只大狗沿着树林中的碎石小路走。
1764955991_5e53a28c87.jpg#zhm#4 一只在砾石路上取回了一个球的棕白相间的狗。
1765164972_92dac06fa9.jpg#zhm#0 一个留着鸡冠头，戴着鼻丁，耳环的女孩。
1765164972_92dac06fa9.jpg#zhm#1 一个鸡冠头发型的人看向左边。
1765164972_92dac06fa9.jpg#zhm#2 一个穿着鼻环和耳环，梳着朋克发型，穿着牛仔衬衫的年轻人的侧面像。
1765164972_92dac06fa9.jpg#zhm#3 一个留着莫霍克头型的戴着鼻环穿着格子衬衫的年轻人。
1765164972_92dac06fa9.jpg#zhm#4 这个人打扮的穿着一件法兰克绒的衬衫，梳着莫西干发型。
1772859261_236c09b861.jpg#zhm#0 一只黑白相间的狗在水里嬉戏。
1772859261_236c09b861.jpg#zhm#1 一只黑白相间的狗正在浅水中走着。
1772859261_236c09b861.jpg#zhm#2 一只狗溅着水穿过。
1772859261_236c09b861.jpg#zhm#3 一只狗游泳。
1772859261_236c09b861.jpg#zhm#4 带着狗具的黑白相间的狗步行穿过水域。
1773928579_5664a810dc.jpg#zhm#0 一群人正看着一只狗爬上楼梯。
1773928579_5664a810dc.jpg#zhm#1 一只狗在一群人面前跑过一个障碍。
1773928579_5664a810dc.jpg#zhm#2 一只狗在观察它才能的人群前的一个阶梯上表演特技。
1773928579_5664a810dc.jpg#zhm#3 一只棕色的大狗走上了一个蓝色的楼梯。
1773928579_5664a810dc.jpg#zhm#4 旁观者观看一只德国黑背犬在一块超越障碍训练场上攀爬台阶。
1786425974_c7c5ad6aa1.jpg#zhm#0 一只大狗嗅了一个人的一只手，一只小狗在嗅大狗的屁股。
1786425974_c7c5ad6aa1.jpg#zhm#1 一个人伸向触碰一只大灰狗，一只黑狗在后面。
1786425974_c7c5ad6aa1.jpg#zhm#2 一只较小的狗嗅着山上一只较大的狗。
1786425974_c7c5ad6aa1.jpg#zhm#3 一只黑色的狗闻着棕色的狗的屁股。
1786425974_c7c5ad6aa1.jpg#zhm#4 在他们的沙滩散步中，那位女士让那只狗把球给她。
180094434_b0f244832d.jpg#zhm#0 几个小男孩在喷泉边玩耍。
180094434_b0f244832d.jpg#zhm#1 一群人聚集在一个大喷泉的周围。
180094434_b0f244832d.jpg#zhm#2 三个男孩在办公楼院子里的一个喷泉边玩耍。
180094434_b0f244832d.jpg#zhm#3 三个孩子在一个建筑前的喷泉玩耍。
180094434_b0f244832d.jpg#zhm#4 三个围着喷泉玩的孩子。
180506881_de0f59770f.jpg#zhm#0 相机聚焦于两个人的双腿上。
180506881_de0f59770f.jpg#zhm#1 两个拿着滑板的男人的腿和身体中间部分。
180506881_de0f59770f.jpg#zhm#2 两个人正在走路，其中一个拿着滑板。
180506881_de0f59770f.jpg#zhm#3 连个男滑板者走在人行道上。
180506881_de0f59770f.jpg#zhm#4 两个穿着白体恤和牛仔裤的人，没人带了一个滑板。
1808370027_2088394eb4.jpg#zhm#0 一只狗游向瀑布。
1808370027_2088394eb4.jpg#zhm#1 一只棕色和白色的狗正游向一个瀑布。
1808370027_2088394eb4.jpg#zhm#2 一只黄色的狗游向瀑布。
1808370027_2088394eb4.jpg#zhm#3 一只狗在水中游向瀑布。
1808370027_2088394eb4.jpg#zhm#4 狗朝瀑布游了过去。
1836335410_de8313a64e.jpg#zhm#0 一个穿着棕色衣服的人拿着光剑。
1836335410_de8313a64e.jpg#zhm#1 一个穿着黑色服饰的人拿着一把发光的剑。
1836335410_de8313a64e.jpg#zhm#2 穿着黑色和棕色衣服的男人拿着一把白色光剑。
1836335410_de8313a64e.jpg#zhm#3 一个男人拿着一把激光剑。
1836335410_de8313a64e.jpg#zhm#4 那个人正在玩他的星球大战光剑。
1897025969_0c41688fa6.jpg#zhm#0 一只黑色的狗和一只棕黄色的狗打架。
1897025969_0c41688fa6.jpg#zhm#1 一只黑狗和一只白狗正在地上摔跤。
1897025969_0c41688fa6.jpg#zhm#2 一只黑色的狗站在沙滩上咬了一只白色的狗。
1897025969_0c41688fa6.jpg#zhm#3 两只狗打架。
1897025969_0c41688fa6.jpg#zhm#4 在沙地上，两只狗，一只白色一只黑色在一起玩耍。
189721896_1ffe76d89e.jpg#zhm#0 一个男人爬上一个非常高的悬崖，身后有一根蓝色的绳子。
189721896_1ffe76d89e.jpg#zhm#1 一个穿着红衬衫的男人正在攀爬岩石墙壁。
189721896_1ffe76d89e.jpg#zhm#2 一个年轻人爬上一座山，另一个跟在下面。
189721896_1ffe76d89e.jpg#zhm#3 人攀爬着岩石。
189721896_1ffe76d89e.jpg#zhm#4 穿着红色衣服的登山者正领着其他攀登者攀登一面很长的岩壁。
